 SDSS J092011.69+585545.5   9023.   29.   8.50  .04    .914  .026   6193.   196.  4.733E-04  2.39E-05
 SDSS J113509.97+642949.0   9031.   34.   8.98  .03   1.187  .014   4066.   117.  2.048E-04  8.74E-06
 SDSS J111047.52+005421.4   9035.   26.   8.56  .04    .952  .026   5901.   192.  4.321E-04  2.32E-05
 SDSS J135528.24+640808.8   9035.   75.   8.62  .13    .990  .081   5616.   612.  3.914E-04  7.23E-05
 SDSS J091532.62-002349.3   9048.  138.   8.40  .28    .847  .188   6692.  1415.  5.589E-04  2.02E-04
 SDSS J105335.14+654201.2   9071.  113.   8.67  .20   1.021  .120   5384.   923.  3.654E-04  1.07E-04
 SDSS J144242.01+021448.5   9081.   44.   8.48  .06    .900  .040   6291.   296.  5.012E-04  3.75E-05
 SDSS J080412.68+455759.4   9083.   67.   8.39  .11    .841  .074   6743.   558.  5.763E-04  7.84E-05
 SDSS J094351.26+010104.1   9083.  118.   7.95  .25    .561  .147   9137.  1429.  1.058E-03  2.76E-04
 SDSS J130415.82+680134.1   9084.   90.   8.49  .15    .907  .099   6242.   738.  4.941E-04  9.73E-05
 SDSS J113723.82+652229.6   9101.  181.   8.70  .21   1.039  .124   5247.   957.  3.517E-04  1.00E-04
 SDSS J173546.31+535621.7   9101.  237.   7.65  .46    .406  .213  10984.  2936.  1.541E-03  6.64E-04
 SDSS J142120.19-004626.2   9114.   35.   8.28  .07    .768  .047   7312.   366.  6.870E-04  5.82E-05
 SDSS J141457.89+012207.4   9117.   35.   8.24  .06    .741  .040   7525.   317.  7.285E-04  5.02E-05
 SDSS J083523.79+483713.8   9119.   99.   8.88  .11   1.139  .055   4468.   458.  2.571E-04  4.15E-05
 SDSS J090942.37-004555.1   9122.   69.   8.11  .16    .657  .102   8230.   875.  8.734E-04  1.59E-04
 SDSS J135610.67+010200.6   9127.  139.   8.62  .23    .991  .143   5617.  1083.  4.076E-04  1.32E-04
 SDSS J022756.76-004119.3   9152.  146.   7.23  .36    .261  .110  13860.  2641.  2.510E-03  7.96E-04
 SDSS J092932.56+561318.6   9155.   95.   8.22  .19    .728  .126   7632.  1010.  7.619E-04  1.70E-04
 SDSS J094624.30+581445.4   9155.   23.   8.50  .03    .914  .020   6193.   147.  5.017E-04  1.88E-05
 SDSS J104012.20+660520.2   9159.   77.   8.98  .03   1.187  .014   4067.   117.  2.167E-04  5.22E-06
 SDSS J153304.85+030007.1   9160.   85.   8.16  .17    .689  .111   7956.   918.  8.299E-04  1.61E-04
 SDSS J034409.67-001358.2   9165.   30.   8.21  .05    .722  .033   7686.   266.  7.761E-04  4.36E-05
 SDSS J164557.56+641448.4   9165.   52.   8.37  .11    .828  .074   6846.   562.  6.157E-04  8.70E-05
 SDSS J094241.64+554342.9   9170.  192.   7.66  .34    .411  .159  10922.  2164.  1.571E-03  4.91E-04
 SDSS J002049.39+004435.1   9182.   17.   9.00  .00   1.196  .000   3987.     0.  2.104E-04  1.56E-06
